strategy,symbol,ts,realized_R,entries_filled,atr_pct,F5b,F5,F3,abtr,trend_strong,riskoff_z,btc_up,btc_ema55_up,btc_r3_panel,breadth_panel,btc_r3_native,breadth_native,btc_z_native
breakout,DEMO14USDT,2026-03-26T00:00:00+00:00,-1.8219,1,0.01541,0.0,0.0,0.0,0.189225,0.0,-0.444458,1.0,1.0,0.051111,0.006438,0.051111,0.006438,0.8137
breakout,DEMO22USDT,2026-03-26T00:00:00+00:00,0.5162,1,0.02546,0.0,0.0,0.0,0.189225,0.0,-0.444458,1.0,1.0,0.051111,0.006438,0.051111,0.006438,-0.7423
breakout,DEMO32USDT,2026-03-26T00:00:00+00:00,-0.9186,1,0.0194,0.0,0.0,0.0,0.189225,0.0,-0.444458,1.0,1.0,0.051111,0.006438,0.051111,0.006438,0.5367
breakout,DEMO25USDT,2026-03-26T00:00:00+00:00,0.6486,1,0.03417,0.0,0.0,0.0,0.189225,0.0,-0.444458,1.0,1.0,0.051111,0.006438,0.051111,0.006438,-0.7224
reversal,DEMO33USDT,2026-03-26T04:00:00+00:00,-1.2415,1,0.00676,1.0,1.0,0.0,0.240507,0.0,1.720566,1.0,1.0,0.04169,0.038627,0.04169,0.038627,0.8252
meanrev,DEMO16USDT,2026-03-26T04:00:00+00:00,0.7394,1,0.005,1.0,1.0,0.0,0.240507,0.0,1.720566,1.0,1.0,0.04169,0.038627,0.04169,0.038627,-1.1677
meanrev,DEMO21USDT,2026-03-26T04:00:00+00:00,0.0088,1,0.0064,1.0,1.0,0.0,0.240507,0.0,1.720566,1.0,1.0,0.04169,0.038627,0.04169,0.038627,-0.1175
meanrev,DEMO35USDT,2026-03-26T04:00:00+00:00,-0.3136,1,0.02564,1.0,1.0,0.0,0.240507,0.0,1.720566,1.0,1.0,0.04169,0.038627,0.04169,0.038627,0.8005
breakout,DEMO23USDT,2026-03-26T04:00:00+00:00,-0.5647,1,0.005,1.0,1.0,0.0,0.240507,0.0,1.720566,1.0,1.0,0.04169,0.038627,0.04169,0.038627,-1.6942
reversal,DEMO4USDT,2026-03-26T08:00:00+00:00,-0.1983,1,0.02081,1.0,1.0,0.0,1.092743,1.0,1.735556,1.0,0.0,0.025588,0.141631,0.025588,0.141631,0.9482
meanrev,DEMO20USDT,2026-03-26T08:00:00+00:00,1.1363,1,0.03833,1.0,1.0,0.0,1.092743,1.0,1.735556,1.0,0.0,0.025588,0.141631,0.025588,0.141631,-0.3304
breakout,DEMO37USDT,2026-03-26T08:00:00+00:00,-1.3622,1,0.03226,1.0,1.0,0.0,1.092743,1.0,1.735556,1.0,0.0,0.025588,0.141631,0.025588,0.141631,1.0456
meanrev,DEMO25USDT,2026-03-26T12:00:00+00:00,-0.4594,1,0.01162,1.0,1.0,0.0,1.508982,1.0,2.284652,0.0,0.0,-0.01224,0.362661,-0.01224,0.362661,-0.709
breakout,DEMO31USDT,2026-03-26T16:00:00+00:00,1.1938,1,0.04007,1.0,0.0,0.0,1.510509,1.0,0.88897,0.0,0.0,-0.015082,0.362661,-0.015082,0.362661,-0.1424
reversal,DEMO12USDT,2026-03-26T20:00:00+00:00,-1.5169,1,0.01614,1.0,1.0,0.0,2.010096,1.0,2.456107,0.0,0.0,-0.030354,0.45279,-0.030354,0.45279,-1.1806
reversal,DEMO12USDT,2026-03-26T20:00:00+00:00,0.1225,1,0.02406,1.0,1.0,0.0,2.010096,1.0,2.456107,0.0,0.0,-0.030354,0.45279,-0.030354,0.45279,-0.6917
meanrev,DEMO2USDT,2026-03-26T20:00:00+00:00,0.2937,1,0.0294,1.0,1.0,0.0,2.010096,1.0,2.456107,0.0,0.0,-0.030354,0.45279,-0.030354,0.45279,0.9529
breakout,DEMO3USDT,2026-03-26T20:00:00+00:00,1.9735,1,0.0337,1.0,1.0,0.0,2.010096,1.0,2.456107,0.0,0.0,-0.030354,0.45279,-0.030354,0.45279,-0.5456
reversal,DEMO6USDT,2026-03-27T00:00:00+00:00,2.6977,1,0.01613,0.0,0.0,0.0,1.234086,1.0,-0.750407,0.0,0.0,-0.029322,0.051502,-0.029322,0.051502,2.2524
meanrev,DEMO34USDT,2026-03-27T00:00:00+00:00,0.5791,1,0.00987,0.0,0.0,0.0,1.234086,1.0,-0.750407,0.0,0.0,-0.029322,0.051502,-0.029322,0.051502,-0.3011
reversal,DEMO14USDT,2026-03-27T04:00:00+00:00,-0.7668,1,0.03848,1.0,1.0,0.0,1.151857,1.0,1.321519,0.0,0.0,-0.025291,0.030043,-0.025291,0.030043,1.7028
meanrev,DEMO16USDT,2026-03-27T04:00:00+00:00,1.0487,1,0.01648,1.0,1.0,0.0,1.151857,1.0,1.321519,0.0,0.0,-0.025291,0.030043,-0.025291,0.030043,-0.3852
meanrev,DEMO5USDT,2026-03-27T04:00:00+00:00,0.1617,1,0.0087,1.0,1.0,0.0,1.151857,1.0,1.321519,0.0,0.0,-0.025291,0.030043,-0.025291,0.030043,-1.6215
breakout,DEMO21USDT,2026-03-27T04:00:00+00:00,-1.0418,1,0.02679,1.0,1.0,0.0,1.151857,1.0,1.321519,0.0,0.0,-0.025291,0.030043,-0.025291,0.030043,1.0132
reversal,DEMO12USDT,2026-03-27T08:00:00+00:00,-2.0522,1,0.0317,0.0,0.0,0.0,1.412164,1.0,-0.140431,0.0,0.0,-0.038643,0.019313,-0.038643,0.019313,-0.5872
reversal,DEMO16USDT,2026-03-27T08:00:00+00:00,-0.2622,1,0.04578,0.0,0.0,0.0,1.412164,1.0,-0.140431,0.0,0.0,-0.038643,0.019313,-0.038643,0.019313,0.8592
reversal,DEMO21USDT,2026-03-27T08:00:00+00:00,-0.5678,1,0.02157,0.0,0.0,0.0,1.412164,1.0,-0.140431,0.0,0.0,-0.038643,0.019313,-0.038643,0.019313,0.7416
breakout,DEMO0USDT,2026-03-27T08:00:00+00:00,-0.9389,1,0.02493,0.0,0.0,0.0,1.412164,1.0,-0.140431,0.0,0.0,-0.038643,0.019313,-0.038643,0.019313,0.5829
reversal,DEMO26USDT,2026-03-27T12:00:00+00:00,0.9207,1,0.005,1.0,1.0,1.0,1.883474,1.0,3.14351,0.0,0.0,-0.062618,0.38412,-0.062618,0.38412,-2.436
reversal,DEMO13USDT,2026-03-27T16:00:00+00:00,0.4658,1,0.01882,1.0,1.0,1.0,1.489034,1.0,1.974027,0.0,0.0,-0.053634,0.182796,-0.053634,0.182796,-0.4261
breakout,DEMO9USDT,2026-03-27T16:00:00+00:00,-0.2413,1,0.02831,1.0,1.0,1.0,1.489034,1.0,1.974027,0.0,0.0,-0.053634,0.182796,-0.053634,0.182796,-0.2178
reversal,DEMO20USDT,2026-03-27T20:00:00+00:00,-1.1178,1,0.03042,1.0,1.0,1.0,0.971508,0.0,1.203226,0.0,0.0,-0.048126,0.092473,-0.048126,0.092473,-0.7955
reversal,DEMO9USDT,2026-03-27T20:00:00+00:00,-0.6123,1,0.00931,1.0,1.0,1.0,0.971508,0.0,1.203226,0.0,0.0,-0.048126,0.092473,-0.048126,0.092473,2.0584
meanrev,DEMO33USDT,2026-03-27T20:00:00+00:00,-0.6722,1,0.03113,1.0,1.0,1.0,0.971508,0.0,1.203226,0.0,0.0,-0.048126,0.092473,-0.048126,0.092473,-0.574
breakout,DEMO36USDT,2026-03-27T20:00:00+00:00,0.3829,1,0.01596,1.0,1.0,1.0,0.971508,0.0,1.203226,0.0,0.0,-0.048126,0.092473,-0.048126,0.092473,1.2289
reversal,DEMO38USDT,2026-03-28T00:00:00+00:00,0.3277,1,0.02783,1.0,1.0,1.0,0.574939,0.0,2.050539,0.0,0.0,-0.058983,0.060215,-0.058983,0.060215,1.0711
reversal,DEMO9USDT,2026-03-28T00:00:00+00:00,1.3107,1,0.02857,1.0,1.0,1.0,0.574939,0.0,2.050539,0.0,0.0,-0.058983,0.060215,-0.058983,0.060215,-0.9589
meanrev,DEMO34USDT,2026-03-28T00:00:00+00:00,-0.7661,1,0.04816,1.0,1.0,1.0,0.574939,0.0,2.050539,0.0,0.0,-0.058983,0.060215,-0.058983,0.060215,-0.0951
reversal,DEMO25USDT,2026-03-28T04:00:00+00:00,-1.2613,1,0.03493,1.0,1.0,1.0,0.300462,0.0,1.477571,0.0,0.0,-0.063623,0.107527,-0.063623,0.107527,0.7236
reversal,DEMO23USDT,2026-03-28T04:00:00+00:00,-0.6449,1,0.03491,1.0,1.0,1.0,0.300462,0.0,1.477571,0.0,0.0,-0.063623,0.107527,-0.063623,0.107527,-0.7194
reversal,DEMO32USDT,2026-03-28T08:00:00+00:00,0.7079,1,0.03051,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,-0.5627
reversal,DEMO13USDT,2026-03-28T08:00:00+00:00,-0.1145,1,0.03901,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,0.3994
reversal,DEMO1USDT,2026-03-28T08:00:00+00:00,0.1761,1,0.02558,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,-0.9585
reversal,DEMO20USDT,2026-03-28T08:00:00+00:00,-0.7847,1,0.03401,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,-0.2995
meanrev,DEMO36USDT,2026-03-28T08:00:00+00:00,-1.3476,1,0.02504,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,0.0371
meanrev,DEMO27USDT,2026-03-28T08:00:00+00:00,-2.0197,1,0.005,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,-0.9145
meanrev,DEMO38USDT,2026-03-28T08:00:00+00:00,0.1621,1,0.00575,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,0.8449
breakout,DEMO38USDT,2026-03-28T08:00:00+00:00,-1.194,1,0.03318,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,1.0963
breakout,DEMO19USDT,2026-03-28T08:00:00+00:00,0.3797,1,0.01362,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,-0.3219
breakout,DEMO37USDT,2026-03-28T08:00:00+00:00,1.0627,1,0.01924,0.0,0.0,1.0,0.202368,0.0,-0.969853,0.0,0.0,-0.061766,0.019355,-0.061766,0.019355,-1.5015
breakout,DEMO24USDT,2026-03-28T12:00:00+00:00,-0.1244,1,0.005,0.0,0.0,0.0,0.194375,0.0,0.48064,0.0,0.0,-0.074833,0.012903,-0.074833,0.012903,-0.0734
breakout,DEMO27USDT,2026-03-28T12:00:00+00:00,0.0384,1,0.03872,0.0,0.0,0.0,0.194375,0.0,0.48064,0.0,0.0,-0.074833,0.012903,-0.074833,0.012903,-0.9918
breakout,DEMO34USDT,2026-03-28T12:00:00+00:00,-0.2672,1,0.01319,0.0,0.0,0.0,0.194375,0.0,0.48064,0.0,0.0,-0.074833,0.012903,-0.074833,0.012903,0.1694
reversal,DEMO19USDT,2026-03-28T16:00:00+00:00,-1.5417,1,0.01639,0.0,0.0,0.0,0.901797,0.0,-1.613113,0.0,0.0,-0.053821,0.004292,-0.053821,0.004292,-1.1249
meanrev,DEMO33USDT,2026-03-28T16:00:00+00:00,0.0705,1,0.01485,0.0,0.0,0.0,0.901797,0.0,-1.613113,0.0,0.0,-0.053821,0.004292,-0.053821,0.004292,-1.3967
meanrev,DEMO0USDT,2026-03-28T16:00:00+00:00,0.1893,1,0.01264,0.0,0.0,0.0,0.901797,0.0,-1.613113,0.0,0.0,-0.053821,0.004292,-0.053821,0.004292,0.1851
reversal,DEMO29USDT,2026-03-28T20:00:00+00:00,0.1258,1,0.02789,0.0,0.0,0.0,2.425351,1.0,-1.061668,0.0,0.0,-0.056175,0.002146,-0.056175,0.002146,-1.2515
reversal,DEMO6USDT,2026-03-28T20:00:00+00:00,-0.5574,1,0.01545,0.0,0.0,0.0,2.425351,1.0,-1.061668,0.0,0.0,-0.056175,0.002146,-0.056175,0.002146,-0.0567
reversal,DEMO12USDT,2026-03-28T20:00:00+00:00,-0.0583,1,0.01298,0.0,0.0,0.0,2.425351,1.0,-1.061668,0.0,0.0,-0.056175,0.002146,-0.056175,0.002146,-0.4764
breakout,DEMO10USDT,2026-03-28T20:00:00+00:00,-1.1748,1,0.01779,0.0,0.0,0.0,2.425351,1.0,-1.061668,0.0,0.0,-0.056175,0.002146,-0.056175,0.002146,0.4315
breakout,DEMO19USDT,2026-03-28T20:00:00+00:00,-0.1673,1,0.01771,0.0,0.0,0.0,2.425351,1.0,-1.061668,0.0,0.0,-0.056175,0.002146,-0.056175,0.002146,-0.7249
reversal,DEMO10USDT,2026-03-29T00:00:00+00:00,-0.7622,1,0.0195,0.0,0.0,0.0,2.025943,1.0,0.269915,0.0,0.0,-0.069606,0.01073,-0.069606,0.01073,-2.7911
meanrev,DEMO38USDT,2026-03-29T00:00:00+00:00,0.2021,1,0.0539,0.0,0.0,0.0,2.025943,1.0,0.269915,0.0,0.0,-0.069606,0.01073,-0.069606,0.01073,-1.6377
breakout,DEMO1USDT,2026-03-29T00:00:00+00:00,-1.9086,1,0.00899,0.0,0.0,0.0,2.025943,1.0,0.269915,0.0,0.0,-0.069606,0.01073,-0.069606,0.01073,0.3928
breakout,DEMO4USDT,2026-03-29T00:00:00+00:00,-0.6975,1,0.005,0.0,0.0,0.0,2.025943,1.0,0.269915,0.0,0.0,-0.069606,0.01073,-0.069606,0.01073,0.3038
reversal,DEMO34USDT,2026-03-29T04:00:00+00:00,0.8993,1,0.03096,0.0,0.0,0.0,2.001861,1.0,-2.551385,0.0,0.0,-0.056519,0.008584,-0.056519,0.008584,-0.199
meanrev,DEMO16USDT,2026-03-29T04:00:00+00:00,-0.9117,1,0.005,0.0,0.0,0.0,2.001861,1.0,-2.551385,0.0,0.0,-0.056519,0.008584,-0.056519,0.008584,1.6032
meanrev,DEMO22USDT,2026-03-29T04:00:00+00:00,-0.8961,1,0.01712,0.0,0.0,0.0,2.001861,1.0,-2.551385,0.0,0.0,-0.056519,0.008584,-0.056519,0.008584,0.4606
breakout,DEMO33USDT,2026-03-29T04:00:00+00:00,0.6515,1,0.0101,0.0,0.0,0.0,2.001861,1.0,-2.551385,0.0,0.0,-0.056519,0.008584,-0.056519,0.008584,0.8763
reversal,DEMO33USDT,2026-03-29T08:00:00+00:00,-0.6694,1,0.01567,0.0,0.0,0.0,1.343957,1.0,0.220174,0.0,0.0,-0.048838,0.01073,-0.048838,0.01073,0.1666
reversal,DEMO26USDT,2026-03-29T12:00:00+00:00,-1.2726,1,0.02264,0.0,0.0,0.0,1.34052,1.0,-0.982056,0.0,0.0,-0.035507,0.017167,-0.035507,0.017167,-2.1194
meanrev,DEMO39USDT,2026-03-29T12:00:00+00:00,-0.9279,1,0.02665,0.0,0.0,0.0,1.34052,1.0,-0.982056,0.0,0.0,-0.035507,0.017167,-0.035507,0.017167,-0.5399
meanrev,DEMO2USDT,2026-03-29T12:00:00+00:00,-0.1774,1,0.04209,0.0,0.0,0.0,1.34052,1.0,-0.982056,0.0,0.0,-0.035507,0.017167,-0.035507,0.017167,0.5109
reversal,DEMO2USDT,2026-03-29T16:00:00+00:00,-0.1576,1,0.0282,0.0,0.0,0.0,0.858397,0.0,0.588847,0.0,0.0,-0.036997,0.060086,-0.036997,0.060086,-0.5835
reversal,DEMO33USDT,2026-03-29T16:00:00+00:00,-0.9929,1,0.01254,0.0,0.0,0.0,0.858397,0.0,0.588847,0.0,0.0,-0.036997,0.060086,-0.036997,0.060086,0.07
breakout,DEMO37USDT,2026-03-29T16:00:00+00:00,0.2054,1,0.02498,0.0,0.0,0.0,0.858397,0.0,0.588847,0.0,0.0,-0.036997,0.060086,-0.036997,0.060086,1.089
breakout,DEMO24USDT,2026-03-29T20:00:00+00:00,1.2618,1,0.03326,0.0,0.0,0.0,0.788634,0.0,-0.857104,0.0,0.0,-0.03186,0.044968,-0.03186,0.044968,-1.214
breakout,DEMO0USDT,2026-03-29T20:00:00+00:00,0.6677,1,0.01024,0.0,0.0,0.0,0.788634,0.0,-0.857104,0.0,0.0,-0.03186,0.044968,-0.03186,0.044968,1.6843
reversal,DEMO15USDT,2026-03-30T00:00:00+00:00,0.5606,1,0.01951,0.0,0.0,1.0,0.069159,0.0,0.502009,0.0,0.0,-0.040852,0.051392,-0.040852,0.051392,1.2887
meanrev,DEMO2USDT,2026-03-30T00:00:00+00:00,-1.2244,1,0.044,0.0,0.0,1.0,0.069159,0.0,0.502009,0.0,0.0,-0.040852,0.051392,-0.040852,0.051392,-0.2552
breakout,DEMO34USDT,2026-03-30T00:00:00+00:00,-0.7072,1,0.01758,0.0,0.0,1.0,0.069159,0.0,0.502009,0.0,0.0,-0.040852,0.051392,-0.040852,0.051392,-0.1458
breakout,DEMO39USDT,2026-03-30T00:00:00+00:00,1.1797,1,0.0236,0.0,0.0,1.0,0.069159,0.0,0.502009,0.0,0.0,-0.040852,0.051392,-0.040852,0.051392,-0.9517
reversal,DEMO25USDT,2026-03-30T04:00:00+00:00,-0.1352,1,0.021,0.0,0.0,0.0,0.802471,0.0,-1.560456,0.0,0.0,-0.02312,0.004283,-0.02312,0.004283,-0.6326
reversal,DEMO25USDT,2026-03-30T04:00:00+00:00,0.8435,1,0.01479,0.0,0.0,0.0,0.802471,0.0,-1.560456,0.0,0.0,-0.02312,0.004283,-0.02312,0.004283,-0.3544
breakout,DEMO28USDT,2026-03-30T04:00:00+00:00,0.5727,1,0.01479,0.0,0.0,0.0,0.802471,0.0,-1.560456,0.0,0.0,-0.02312,0.004283,-0.02312,0.004283,-1.0521
reversal,DEMO35USDT,2026-03-30T08:00:00+00:00,0.1709,1,0.01358,0.0,0.0,0.0,1.378646,1.0,-1.862813,0.0,0.0,-0.013223,0.004283,-0.013223,0.004283,0.5105
meanrev,DEMO16USDT,2026-03-30T08:00:00+00:00,1.598,1,0.01641,0.0,0.0,0.0,1.378646,1.0,-1.862813,0.0,0.0,-0.013223,0.004283,-0.013223,0.004283,0.3091
meanrev,DEMO27USDT,2026-03-30T12:00:00+00:00,0.5664,1,0.03501,0.0,0.0,0.0,0.895709,0.0,-0.212372,1.0,0.0,0.014825,0.004283,0.014825,0.004283,0.1859
meanrev,DEMO10USDT,2026-03-30T12:00:00+00:00,1.3969,1,0.02158,0.0,0.0,0.0,0.895709,0.0,-0.212372,1.0,0.0,0.014825,0.004283,0.014825,0.004283,0.7645
breakout,DEMO20USDT,2026-03-30T12:00:00+00:00,0.2929,1,0.0299,0.0,0.0,0.0,0.895709,0.0,-0.212372,1.0,0.0,0.014825,0.004283,0.014825,0.004283,0.9793
breakout,DEMO4USDT,2026-03-30T12:00:00+00:00,-1.2066,1,0.03693,0.0,0.0,0.0,0.895709,0.0,-0.212372,1.0,0.0,0.014825,0.004283,0.014825,0.004283,1.9689
reversal,DEMO36USDT,2026-03-30T16:00:00+00:00,-1.0881,1,0.02649,0.0,1.0,0.0,0.943202,0.0,0.044964,1.0,0.0,0.022668,0.014989,0.022668,0.014989,0.4003
breakout,DEMO28USDT,2026-03-30T16:00:00+00:00,0.4808,1,0.02068,0.0,1.0,0.0,0.943202,0.0,0.044964,1.0,0.0,0.022668,0.014989,0.022668,0.014989,-0.7756
breakout,DEMO8USDT,2026-03-30T16:00:00+00:00,0.592,1,0.04884,0.0,1.0,0.0,0.943202,0.0,0.044964,1.0,0.0,0.022668,0.014989,0.022668,0.014989,-0.816
reversal,DEMO33USDT,2026-03-30T20:00:00+00:00,-0.2301,1,0.00758,1.0,1.0,0.0,0.29313,0.0,0.888006,1.0,0.0,0.007736,0.051392,0.007736,0.051392,-1.1347
breakout,DEMO25USDT,2026-03-30T20:00:00+00:00,-1.2499,1,0.05027,1.0,1.0,0.0,0.29313,0.0,0.888006,1.0,0.0,0.007736,0.051392,0.007736,0.051392,0.1007
reversal,DEMO1USDT,2026-03-31T00:00:00+00:00,0.2556,1,0.06925,0.0,0.0,0.0,0.108701,0.0,-2.043432,1.0,0.0,0.00603,0.025696,0.00603,0.025696,0.2216
breakout,DEMO36USDT,2026-03-31T00:00:00+00:00,-1.4525,1,0.00664,0.0,0.0,0.0,0.108701,0.0,-2.043432,1.0,0.0,0.00603,0.025696,0.00603,0.025696,1.8269
meanrev,DEMO36USDT,2026-03-31T04:00:00+00:00,-0.7828,1,0.03584,0.0,0.0,0.0,1.601889,1.0,-2.562872,1.0,0.0,0.022344,0.019272,0.022344,0.019272,1.8371
reversal,DEMO13USDT,2026-03-31T08:00:00+00:00,1.0202,1,0.01231,0.0,0.0,1.0,1.379488,1.0,-0.468279,1.0,0.0,0.012372,0.014989,0.012372,0.014989,1.5792
reversal,DEMO7USDT,2026-03-31T08:00:00+00:00,1.1812,1,0.01025,0.0,0.0,1.0,1.379488,1.0,-0.468279,1.0,0.0,0.012372,0.014989,0.012372,0.014989,0.185
breakout,DEMO27USDT,2026-03-31T08:00:00+00:00,0.2281,1,0.04092,0.0,0.0,1.0,1.379488,1.0,-0.468279,1.0,0.0,0.012372,0.014989,0.012372,0.014989,0.2121
meanrev,DEMO15USDT,2026-03-31T12:00:00+00:00,1.1192,1,0.005,1.0,1.0,1.0,1.282602,1.0,1.001433,1.0,0.0,0.00549,0.042827,0.00549,0.042827,-0.3173
meanrev,DEMO35USDT,2026-03-31T12:00:00+00:00,2.4458,1,0.02222,1.0,1.0,1.0,1.282602,1.0,1.001433,1.0,0.0,0.00549,0.042827,0.00549,0.042827,-0.0654
meanrev,DEMO37USDT,2026-03-31T12:00:00+00:00,0.4066,1,0.01912,1.0,1.0,1.0,1.282602,1.0,1.001433,1.0,0.0,0.00549,0.042827,0.00549,0.042827,0.5898
meanrev,DEMO1USDT,2026-03-31T12:00:00+00:00,-0.9409,1,0.00927,1.0,1.0,1.0,1.282602,1.0,1.001433,1.0,0.0,0.00549,0.042827,0.00549,0.042827,1.1358
breakout,DEMO24USDT,2026-03-31T12:00:00+00:00,0.0708,1,0.02065,1.0,1.0,1.0,1.282602,1.0,1.001433,1.0,0.0,0.00549,0.042827,0.00549,0.042827,-0.2062
reversal,DEMO12USDT,2026-03-31T16:00:00+00:00,-1.5339,1,0.02966,1.0,1.0,1.0,1.540124,1.0,1.226337,0.0,0.0,-0.004215,0.055675,-0.004215,0.055675,-0.804
reversal,DEMO38USDT,2026-03-31T16:00:00+00:00,-0.5372,1,0.0468,1.0,1.0,1.0,1.540124,1.0,1.226337,0.0,0.0,-0.004215,0.055675,-0.004215,0.055675,0.431
breakout,DEMO27USDT,2026-03-31T16:00:00+00:00,0.0802,1,0.02517,1.0,1.0,1.0,1.540124,1.0,1.226337,0.0,0.0,-0.004215,0.055675,-0.004215,0.055675,-0.2456
reversal,DEMO10USDT,2026-03-31T20:00:00+00:00,-1.4784,1,0.01302,0.0,0.0,0.0,0.175402,0.0,-1.81027,1.0,0.0,0.013907,0.017131,0.013907,0.017131,-0.1644
breakout,DEMO33USDT,2026-03-31T20:00:00+00:00,0.3486,1,0.02235,0.0,0.0,0.0,0.175402,0.0,-1.81027,1.0,0.0,0.013907,0.017131,0.013907,0.017131,0.5479
meanrev,DEMO18USDT,2026-04-01T00:00:00+00:00,-1.1213,1,0.01304,0.0,0.0,0.0,0.460625,0.0,-1.123937,1.0,1.0,0.028744,0.014989,0.028744,0.014989,0.8168
meanrev,DEMO12USDT,2026-04-01T00:00:00+00:00,-1.0284,1,0.02085,0.0,0.0,0.0,0.460625,0.0,-1.123937,1.0,1.0,0.028744,0.014989,0.028744,0.014989,1.1655
meanrev,DEMO7USDT,2026-04-01T00:00:00+00:00,-0.8019,1,0.01682,0.0,0.0,0.0,0.460625,0.0,-1.123937,1.0,1.0,0.028744,0.014989,0.028744,0.014989,0.3929
meanrev,DEMO1USDT,2026-04-01T00:00:00+00:00,0.2242,1,0.03053,0.0,0.0,0.0,0.460625,0.0,-1.123937,1.0,1.0,0.028744,0.014989,0.028744,0.014989,0.9846
breakout,DEMO28USDT,2026-04-01T04:00:00+00:00,0.5861,1,0.02977,1.0,1.0,0.0,1.468776,1.0,1.031862,1.0,1.0,0.018816,0.019272,0.018816,0.019272,-1.2492
breakout,DEMO38USDT,2026-04-01T04:00:00+00:00,-0.0834,1,0.01509,1.0,1.0,0.0,1.468776,1.0,1.031862,1.0,1.0,0.018816,0.019272,0.018816,0.019272,0.3402
breakout,DEMO22USDT,2026-04-01T04:00:00+00:00,-0.595,1,0.03749,1.0,1.0,0.0,1.468776,1.0,1.031862,1.0,1.0,0.018816,0.019272,0.018816,0.019272,-0.594
breakout,DEMO13USDT,2026-04-01T04:00:00+00:00,-0.4085,1,0.05013,1.0,1.0,0.0,1.468776,1.0,1.031862,1.0,1.0,0.018816,0.019272,0.018816,0.019272,1.1411
reversal,DEMO12USDT,2026-04-01T08:00:00+00:00,0.6916,1,0.0363,0.0,0.0,0.0,1.504455,1.0,-1.046824,1.0,1.0,0.030307,0.019272,0.030307,0.019272,-0.7294
reversal,DEMO29USDT,2026-04-01T08:00:00+00:00,-0.7354,1,0.03403,0.0,0.0,0.0,1.504455,1.0,-1.046824,1.0,1.0,0.030307,0.019272,0.030307,0.019272,-1.0747
meanrev,DEMO39USDT,2026-04-01T08:00:00+00:00,0.3004,1,0.005,0.0,0.0,0.0,1.504455,1.0,-1.046824,1.0,1.0,0.030307,0.019272,0.030307,0.019272,-2.3074
breakout,DEMO23USDT,2026-04-01T08:00:00+00:00,0.0492,1,0.00505,0.0,0.0,0.0,1.504455,1.0,-1.046824,1.0,1.0,0.030307,0.019272,0.030307,0.019272,-1.3903
breakout,DEMO39USDT,2026-04-01T08:00:00+00:00,0.3552,1,0.04235,0.0,0.0,0.0,1.504455,1.0,-1.046824,1.0,1.0,0.030307,0.019272,0.030307,0.019272,-0.7344
reversal,DEMO19USDT,2026-04-01T12:00:00+00:00,-0.4031,1,0.02827,1.0,1.0,0.0,0.410381,0.0,1.748398,1.0,1.0,0.028288,0.03212,0.028288,0.03212,0.7645
meanrev,DEMO14USDT,2026-04-01T12:00:00+00:00,1.1607,1,0.03398,1.0,1.0,0.0,0.410381,0.0,1.748398,1.0,1.0,0.028288,0.03212,0.028288,0.03212,3.1845
meanrev,DEMO21USDT,2026-04-01T12:00:00+00:00,-0.7507,1,0.02154,1.0,1.0,0.0,0.410381,0.0,1.748398,1.0,1.0,0.028288,0.03212,0.028288,0.03212,-0.1257
breakout,DEMO5USDT,2026-04-01T12:00:00+00:00,0.4455,1,0.02999,1.0,1.0,0.0,0.410381,0.0,1.748398,1.0,1.0,0.028288,0.03212,0.028288,0.03212,-0.8168
reversal,DEMO33USDT,2026-04-01T16:00:00+00:00,-1.4192,1,0.00766,0.0,0.0,0.0,0.95237,0.0,-0.752074,1.0,1.0,0.035744,0.029979,0.035744,0.029979,0.5525
reversal,DEMO39USDT,2026-04-01T16:00:00+00:00,-0.8471,1,0.05195,0.0,0.0,0.0,0.95237,0.0,-0.752074,1.0,1.0,0.035744,0.029979,0.035744,0.029979,1.6952
meanrev,DEMO9USDT,2026-04-01T16:00:00+00:00,-2.9153,1,0.01274,0.0,0.0,0.0,0.95237,0.0,-0.752074,1.0,1.0,0.035744,0.029979,0.035744,0.029979,-0.0788
breakout,DEMO12USDT,2026-04-01T16:00:00+00:00,-0.0252,1,0.02824,0.0,0.0,0.0,0.95237,0.0,-0.752074,1.0,1.0,0.035744,0.029979,0.035744,0.029979,0.9103
